Index	Release Date	Movie	Production Budget	Domestic Gross	Worldwide Gross
3359	9/24/1993	Warlock: The Armageddon	$3,000,000	$3,902,679	$3,902,679
3360	4/18/1997	8 Heads in a Duffel Bag	$3,000,000	$3,602,884	$4,002,884
3361	9/13/1978	Days of Heaven	$3,000,000	$3,446,749	$3,660,880
3362	5/24/2002	Thirteen Conversations About One Thing	$3,000,000	$3,287,435	$3,705,923
3363	2/19/1999	Jawbreaker	$3,000,000	$3,076,820	$3,076,820
3364	8/9/1996	Basquiat	$3,000,000	$2,962,051	$2,962,051
3365	2/24/2006	Tsotsi	$3,000,000	$2,912,606	$11,537,539
3366	4/9/2010	Letters to God	$3,000,000	$2,848,587	$2,908,902
3367	10/16/1998	Happiness	$3,000,000	$2,746,453	$5,746,453
3368	4/4/2003	DysFunkTional Family	$3,000,000	$2,255,000	$2,255,000
3369	5/6/2011	Hobo with a Shotgun	$3,000,000	$703,372	$834,953
3370	1/15/2010	Fish Tank	$3,000,000	$374,675	$5,922,292
3371	8/23/1996	Freeway	$3,000,000	$295,493	$295,493
3372	10/6/2006	Love's Abiding Joy	$3,000,000	$252,726	$252,726
3373	2/12/1993	Braindead	$3,000,000	$242,623	$242,623
3374	10/1/2010	Chain Letter	$3,000,000	$205,842	$635,842
3375	3/26/2010	The Eclipse	$3,000,000	$133,411	$133,411
3376	3/21/2008	The Grand	$3,000,000	$115,879	$115,879
3377	3/17/2006	Sommersturm	$3,000,000	$95,204	$95,204
3378	8/4/1999	The Gambler	$3,000,000	$51,773	$101,773
3379	10/13/2000	Just Looking	$3,000,000	$39,852	$39,852
3380	1/13/2012	The Divide	$3,000,000	$18,000	$18,000
3381	9/9/2011	Tanner Hall	$3,000,000	$5,073	$5,073
3382	9/30/2005	My Big Fat Independent Movie	$3,000,000	$4,655	$4,655
3383	1/15/2013	30 Nights Of Paranormal Activity With The Devil Inside The Girl With The Dragon Tattoo	$3,000,000	$0	$0
3384	7/28/1951	Alice in Wonderland	$3,000,000	$0	$0
3385	2/15/1950	Cinderella	$2,900,000	$85,000,000	$85,000,000
3386	11/20/1998	Central do Brasil	$2,900,000	$5,969,553	$17,006,158
3387	1/1/1961	Pocketful of Miracles	$2,900,000	$5,000,000	$5,000,000
3388	3/24/2006	Boynton Beach Club	$2,900,000	$3,127,472	$3,127,472
3389	10/1/2010	Freakonomics	$2,900,000	$101,270	$117,270
3390	3/29/1959	Some Like it Hot	$2,883,848	$25,000,000	$25,000,000
3391	6/10/2005	High Tension	$2,850,000	$3,681,066	$6,435,262
3392	12/15/1974	Young Frankenstein	$2,800,000	$86,300,000	$86,300,000
3393	6/25/1976	The Omen	$2,800,000	$48,570,885	$48,570,885
3394	7/22/2005	Hustle & Flow	$2,800,000	$22,202,809	$23,563,727
3395	5/13/1988	Friday the 13th Part VII: The New Blood	$2,800,000	$19,170,001	$19,170,001
3396	9/15/2006	Artie Lange's Beer League	$2,800,000	$475,000	$475,000
3397	8/25/1939	The Wizard of Oz	$2,777,000	$33,711,566	$33,711,566
3398	2/15/2008	Diary of the Dead	$2,750,000	$952,620	$5,394,447
3399	10/17/1979	The Black Stallion	$2,700,000	$37,799,643	$37,799,643
3400	6/13/1997	Ulee's Gold	$2,700,000	$9,054,736	$15,600,000
3401	9/1/2006	Lage Raho Munnabhai	$2,700,000	$2,217,561	$31,517,561
3402	12/31/2008	Rejsen til Saturn	$2,700,000	$0	$2,783,634
3403	1/1/1963	Donovan's Reef	$2,686,000	$6,600,000	$6,600,000
3404	1/16/1998	The Dress	$2,650,000	$16,556	$16,556
3405	12/24/1943	A Guy Named Joe	$2,627,000	$5,363,000	$5,363,000
3406	1/1/1974	Blazing Saddles	$2,600,000	$119,500,000	$119,500,000
3407	4/13/1984	Friday the 13th Part IV: The Final Chapter	$2,600,000	$32,980,880	$32,980,880
3408	7/9/2004	Riding Giants	$2,600,000	$2,276,368	$3,216,111
3409	12/12/2008	Los CronocrÃ­menes	$2,600,000	$39,127	$564,474
3410	12/7/2007	Timber Falls	$2,600,000	$0	$0
3411	12/31/2008	Silver Medalist	$2,600,000	$0	$0
3412	4/10/1952	Singin' in the Rain	$2,540,000	$7,200,000	$7,200,000
3413	1/11/2013	A Haunted House	$2,500,000	$40,041,683	$59,922,558
3414	7/3/2013	Kevin Hart: Let Me Explain	$2,500,000	$32,244,051	$32,244,051
3415	7/28/2004	Garden State	$2,500,000	$26,782,316	$36,028,802
3416	10/4/1996	That Thing You Do!	$2,500,000	$25,857,416	$34,557,416
3417	10/30/1981	Halloween II	$2,500,000	$25,533,818	$25,533,818
3418	10/22/1982	Halloween 3: Season of the Witch	$2,500,000	$14,400,000	$14,400,000
3419	10/1/2008	Religulous	$2,500,000	$13,011,160	$13,136,074
3420	1/1/1971	Escape from the Planet of the Apes	$2,500,000	$12,300,000	$12,300,000
3421	5/29/1963	Hud	$2,500,000	$10,000,000	$10,000,000
3422	9/29/1991	My Own Private Idaho	$2,500,000	$6,401,336	$6,401,336
3423	1/27/1995	Before Sunrise	$2,500,000	$5,274,005	$5,274,005
3424	10/3/2003	Sur Le Seuil	$2,500,000	$2,013,052	$2,013,052
3425	6/16/2000	Jesus' Son	$2,500,000	$1,282,084	$1,687,548
3426	9/26/2003	My Life Without Me	$2,500,000	$432,360	$9,476,113
3427	3/31/2006	Marilyn Hotchkiss' Ballroom Dancing and Charm School	$2,500,000	$349,132	$497,195
3428	4/1/2011	Super	$2,500,000	$327,716	$518,362
3429	4/17/2009	Sleep Dealer	$2,500,000	$80,136	$108,907
3430	9/8/2000	Anatomie	$2,500,000	$9,598	$9,598
3431	12/31/2009	The Calling	$2,500,000	$0	$0
3432	10/16/1996	Get on the Bus	$2,400,000	$5,691,854	$5,691,854
3433	1/5/2007	Thr3e	$2,400,000	$1,008,849	$1,060,418
3434	7/25/2007	This is England	$2,380,000	$327,919	$8,739,576
3435	1/1/1944	Bathing Beauty	$2,361,000	$3,500,000	$3,500,000
3436	9/24/1951	Show Boat	$2,300,000	$11,000,000	$11,000,000
3437	5/1/1998	Dancer, Texas Pop. 81	$2,300,000	$574,838	$574,838
3438	8/26/2011	Redemption Road	$2,300,000	$29,384	$29,384
3439	11/13/1940	Fantasia	$2,280,000	$83,320,000	$83,320,000
3440	8/13/1982	Friday the 13th Part 3	$2,250,000	$36,690,067	$36,690,067
3441	10/9/1971	The French Connection	$2,200,000	$41,158,757	$41,158,757
3442	3/22/1985	Friday the 13th Part V: A New Beginning	$2,200,000	$21,930,418	$21,930,418
3443	2/9/2007	The Last Sin Eater	$2,200,000	$388,390	$388,390
3444	1/1/1945	The Valley of Decision	$2,160,000	$9,132,000	$9,132,000
3445	11/21/1946	The Best Years of Our Lives	$2,100,000	$23,600,000	$23,600,000
3446	7/13/2001	Bully	$2,100,000	$881,824	$1,381,824
3447	5/29/2002	Elling	$2,100,000	$313,436	$313,436
3448	7/14/2009	[Rec]	$2,100,000	$0	$27,117,954
3449	9/30/2011	Courageous	$2,000,000	$34,522,221	$35,185,884
3450	6/15/2007	Nancy Drew	$2,000,000	$25,584,685	$30,703,845
3451	4/8/1964	From Russia With Love	$2,000,000	$24,800,000	$78,900,000
3452	5/21/1982	Mad Max 2: The Road Warrior	$2,000,000	$24,600,832	$24,600,832
3453	1/1/1946	Notorious	$2,000,000	$24,464,742	$24,464,742
3454	8/2/1967	In the Heat of the Night	$2,000,000	$24,379,978	$24,379,978
3455	12/17/1973	Sleeper	$2,000,000	$18,344,729	$18,344,729
3456	8/11/1972	Everything You Always Wanted to Know	$2,000,000	$18,016,290	$18,016,290
3457	12/25/1962	To Kill A Mockingbird	$2,000,000	$13,129,846	$13,129,846
3458	10/20/2000	The Legend of Drunken Master	$2,000,000	$11,546,543	$11,546,543
3459	10/8/1999	Boys Don't Cry	$2,000,000	$11,540,607	$20,741,000
3460	2/9/2007	Das Leben der Anderen	$2,000,000	$11,284,657	$81,197,047
3461	1/1/1962	Lolita (1962)	$2,000,000	$9,250,000	$9,250,000
3462	1/1/1940	Boom Town	$2,000,000	$9,172,000	$9,172,000
3463	10/11/2013	Machete Kills	$2,000,000	$8,008,161	$9,408,161
3464	1/1/1947	Gentleman's Agreement	$2,000,000	$7,800,000	$7,800,000
3465	9/25/1961	The Hustler	$2,000,000	$7,600,000	$7,600,000
3466	12/31/1986	Witchboard	$2,000,000	$7,369,373	$7,369,373
3467	11/26/2003	Les Triplettes de Belleville	$2,000,000	$7,301,288	$14,440,113
3468	6/26/1998	Smoke Signals	$2,000,000	$6,719,300	$7,756,617
3469	6/11/2010	Winter's Bone	$2,000,000	$6,531,503	$16,131,552
3470	8/15/2003	American Splendor	$2,000,000	$6,003,587	$8,685,632
3471	7/2/2004	Before Sunset	$2,000,000	$5,792,822	$11,293,790
3472	3/30/2001	Amores Perros	$2,000,000	$5,383,834	$20,883,834
3473	8/20/2003	Thirteen	$2,000,000	$4,601,043	$6,302,406
3474	1/23/2004	Touching the Void	$2,000,000	$4,593,598	$15,396,525
3475	10/8/2010	Inside Job	$2,000,000	$4,311,834	$7,799,257
3476	1/1/1938	Alexander's Ragtime Band	$2,000,000	$4,000,000	$4,000,000
3477	6/17/2005	Me and You and Everyone We Know	$2,000,000	$3,885,134	$8,425,527
3478	11/10/2006	Harsh Times	$2,000,000	$3,337,931	$6,225,304
3479	3/3/2000	Ghost Dog: Way of the Samurai	$2,000,000	$3,330,230	$6,030,230
3480	8/2/2002	Full Frontal	$2,000,000	$2,512,846	$3,438,804
3481	12/25/2008	Waltz with Bashir	$2,000,000	$2,283,849	$11,125,664
3482	6/28/2006	Strangers with Candy	$2,000,000	$2,072,645	$2,077,844
3483	10/4/2006	Shortbus	$2,000,000	$1,985,292	$1,985,292
3484	5/2/2008	Son of Rambow: A Home Movie	$2,000,000	$1,785,505	$10,573,083
3485	9/12/2003	The Book of Mormon Movie, Volume 1: The Journey	$2,000,000	$1,660,865	$1,660,865
3486	5/12/2000	Hamlet	$2,000,000	$1,577,287	$2,419,669
3487	7/27/2007	No End In Sight	$2,000,000	$1,433,319	$1,433,319
3488	4/30/1999	Get Real	$2,000,000	$1,152,411	$1,152,411
3489	9/7/2007	In the Shadow of the Moon	$2,000,000	$1,134,358	$1,134,358
3490	4/8/2011	Meek's Cutoff	$2,000,000	$977,772	$1,869,928
3491	2/11/2005	Inside Deep Throat	$2,000,000	$691,880	$691,880
3492	9/28/2001	Dinner Rush	$2,000,000	$638,227	$1,075,504
3493	9/24/2010	The Virginity Hit	$2,000,000	$636,706	$636,706
3494	5/15/1998	Clockwatchers	$2,000,000	$537,948	$539,961
3495	11/6/1985	Subway	$2,000,000	$390,659	$1,663,296
3496	4/15/2005	House of D	$2,000,000	$388,532	$466,106
3497	1/18/2008	Teeth	$2,000,000	$347,578	$2,350,641
3498	7/26/1996	Stonewall	$2,000,000	$304,602	$304,602
3499	9/8/2006	Sherrybaby	$2,000,000	$199,176	$622,806
3500	9/18/1998	Six-String Samurai	$2,000,000	$134,624	$134,624
3501	5/26/2000	Hum to Mohabbt Karega	$2,000,000	$121,807	$121,807
3502	4/15/2005	It's All Gone Pete Tong	$2,000,000	$120,620	$1,620,620
3503	1/29/2010	Saint John of Las Vegas	$2,000,000	$102,645	$102,645
3504	4/15/1998	24 7: Twenty Four Seven	$2,000,000	$72,544	$72,544
3505	10/24/2008	Roadside Romeo	$2,000,000	$55,202	$2,046,090
3506	5/4/2001	Eureka	$2,000,000	$49,388	$76,654
3507	7/18/2003	This Thing of Ours	$2,000,000	$37,227	$37,227
3508	3/20/2009	Super Capers	$2,000,000	$30,955	$30,955
3509	1/1/1993	Return of the Living Dead 3	$2,000,000	$21,000	$21,000
3510	11/20/2009	The Missing Person	$2,000,000	$17,896	$17,896
3511	2/10/2006	London	$2,000,000	$12,667	$12,667
3512	6/11/2010	Jerusalema	$2,000,000	$7,294	$7,294
3513	6/23/2006	Say Uncle	$2,000,000	$5,361	$5,361
3514	9/9/2011	Grave Encounters	$2,000,000	$0	$2,151,887
3515	12/10/2004	Freeze Frame	$2,000,000	$0	$91,062
3516	3/30/2012	The Legend of Hell's Gate: An American Conspiracy	$2,000,000	$0	$0
3517	8/12/1927	Wings	$2,000,000	$0	$0
3518	7/7/2007	Rockaway	$2,000,000	$0	$0
3519	4/28/1971	Bananas	$2,000,000	$0	$0
3520	7/25/2008	Man on Wire	$1,900,000	$2,962,242	$5,617,067
3521	10/8/2010	Nowhere Boy	$1,900,000	$1,445,366	$7,785,229
3522	7/11/2003	Northfork	$1,900,000	$1,420,578	$1,445,140
3523	6/3/2011	Submarine	$1,900,000	$467,602	$4,581,937
3524	4/9/2010	The Square	$1,900,000	$406,216	$684,214
3525	6/29/2007	Chacun sa nuit	$1,900,000	$18,435	$18,435
3526	8/27/2010	The Last Exorcism	$1,800,000	$41,034,350	$70,165,900
3527	11/16/1976	Carrie	$1,800,000	$25,878,153	$25,878,153
3528	11/9/1984	A Nightmare on Elm Street	$1,800,000	$25,504,513	$25,504,513
3529	6/27/2012	Beasts of the Southern Wild	$1,800,000	$12,795,746	$21,080,058
3530	1/29/1964	Dr. Strangelove	$1,800,000	$9,164,370	$9,164,370
3531	1/1/1973	Battle for the Planet of the Apes	$1,800,000	$8,800,000	$8,800,000
3532	9/18/1951	A Streetcar Named Desire	$1,800,000	$8,000,000	$8,000,000
3533	8/3/1968	Hang 'em High	$1,800,000	$6,800,000	$6,800,000
3534	11/15/2002	El crimen de padre Amaro	$1,800,000	$5,719,000	$5,719,000
3535	6/15/2001	Songcatcher	$1,800,000	$3,050,934	$3,050,934
3536	8/23/2011	Higher Ground	$1,800,000	$841,056	$859,182
3537	4/22/2011	POM Wonderful Presents: The Greatest Movie Ever Sold	$1,800,000	$638,476	$638,476
3538	1/7/2005	Travellers and Magicians	$1,800,000	$506,793	$1,058,893
3539	1/1/1993	Ed and his Dead Mother	$1,800,000	$673	$673
3540	6/18/1999	Run Lola Run	$1,750,000	$7,267,324	$14,533,173
3541	2/7/2003	May	$1,750,000	$145,540	$497,339
3542	10/8/2010	I Spit on Your Grave	$1,750,000	$93,051	$1,278,471
3543	11/23/2001	In the Bedroom	$1,700,000	$35,930,604	$43,430,604
3544	1/1/1972	Conquest of the Planet of the Apes	$1,700,000	$9,700,000	$9,700,000
3545	10/1/1999	Happy, Texas	$1,700,000	$2,039,192	$2,891,228
3546	6/17/2005	My Summer of Love	$1,700,000	$1,000,915	$4,951,476
3547	6/24/2005	Yes	$1,700,000	$396,035	$661,221
3548	8/5/1953	From Here to Eternity	$1,650,000	$30,500,000	$30,500,000
3549	1/1/1938	You Can't Take It With You	$1,644,000	$4,000,000	$4,000,000
3550	4/9/1999	Foolish	$1,600,000	$6,026,908	$6,026,908
3551	1/1/1949	She Wore a Yellow Ribbon	$1,600,000	$5,400,000	$5,400,000
3552	4/7/1974	The Conversation	$1,600,000	$4,420,000	$4,420,000
3553	10/15/2010	N-Secure	$1,600,000	$2,595,644	$2,595,644
3554	2/1/2008	Sukkar banat	$1,600,000	$1,060,591	$14,253,760
3555	12/31/1989	Out of the Dark	$1,600,000	$419,428	$419,428
3556	1/27/2006	Bubble	$1,600,000	$145,382	$145,382
3557	9/23/2005	Dil Jo Bhi Kahey...	$1,600,000	$129,319	$129,319
3558	1/15/1999	Mississippi Mermaid	$1,600,000	$27,795	$2,627,795
3559	11/4/2005	I Love Your Work	$1,600,000	$3,264	$3,264
3560	4/1/2011	Insidious	$1,500,000	$54,009,150	$99,870,886
3561	9/12/2003	Cabin Fever	$1,500,000	$21,158,188	$30,351,664
3562	5/2/2007	Waitress	$1,500,000	$19,097,550	$22,271,950
3563	9/8/1989	Kickboxer	$1,500,000	$14,533,681	$14,533,681
3564	2/26/1988	Bloodsport	$1,500,000	$11,806,119	$11,806,119
3565	1/1/1939	Mr. Smith Goes To Washington	$1,500,000	$9,000,000	$9,000,000
3566	7/21/1995	Kids	$1,500,000	$7,412,216	$20,412,216
3567	10/5/2005	The Squid and the Whale	$1,500,000	$7,372,734	$11,191,423
3568	3/13/2002	Kissing Jessica Stein	$1,500,000	$7,025,722	$8,831,884
3569	10/31/1945	Spellbound	$1,500,000	$7,000,000	$7,000,000
3570	4/20/1979	Dawn of the Dead	$1,500,000	$5,100,000	$55,000,000
3571	9/23/1994	Exotica	$1,500,000	$5,046,118	$5,046,118
3572	7/26/2013	The To Do List	$1,500,000	$3,491,669	$3,491,669
3573	2/1/2013	The Gatekeepers	$1,500,000	$2,408,553	$2,408,553
3574	6/26/1998	Buffalo '66	$1,500,000	$2,380,606	$2,380,606
3575	3/2/1984	Repo Man	$1,500,000	$2,300,000	$2,300,000
3576	1/18/1985	Blood Simple	$1,500,000	$1,690,913	$2,730,877
3577	4/19/2002	Nueve Reinas	$1,500,000	$1,222,889	$12,412,889
3578	3/25/2005	The Ballad of Jack and Rose	$1,500,000	$712,294	$1,126,258
3579	8/31/1994	Killing Zoe	$1,500,000	$418,953	$418,953
3580	8/10/2001	Session 9	$1,500,000	$378,176	$1,619,602
3581	8/19/2011	Amigo	$1,500,000	$184,705	$184,705
3582	2/5/1936	Modern Times	$1,500,000	$163,245	$163,245
3583	5/11/2007	The Salon	$1,500,000	$139,084	$139,084
3584	3/22/2002	Stolen Summer	$1,500,000	$119,841	$119,841
3585	9/28/2005	Forty Shades of Blue	$1,500,000	$75,828	$172,569
3586	10/9/2009	Trucker	$1,500,000	$52,429	$52,429
3587	5/29/2009	Pontypool	$1,500,000	$3,865	$31,916
3588	6/3/2011	The Lion of Judah	$1,500,000	$0	$0
3589	3/17/2006	Fetching Cody	$1,500,000	$0	$0
3590	12/21/1937	Snow White and the Seven Dwarfs	$1,488,000	$184,925,485	$184,925,485
3591	1/1/1968	Shalako	$1,455,000	$2,620,000	$2,620,000
3592	4/29/2005	Holy Girl	$1,400,000	$304,124	$1,261,792
3593	9/17/2004	Incident at Loch Ness	$1,400,000	$36,830	$56,073
3594	8/21/2001	Batman - The Movie	$1,377,800	$0	$0
3595	3/5/1999	Lock, Stock and Two Smoking Barrels	$1,350,000	$3,897,569	$28,356,188
3596	8/19/1983	The Ballad of Gregorio Cortez	$1,305,000	$909,000	$909,000
3597	6/26/1936	San Francisco	$1,300,000	$2,868,000	$5,273,000
3598	10/9/1998	Festen	$1,300,000	$1,647,780	$1,647,780
3599	10/11/1996	Trees Lounge	$1,300,000	$749,741	$749,741
3600	5/22/2009	The Girlfriend Experience	$1,300,000	$695,840	$1,005,840
3601	3/23/2007	Journey from the Fall	$1,300,000	$635,305	$635,305
3602	5/5/2000	The Basket	$1,300,000	$609,042	$609,042
3603	3/15/1985	Def-Con 4	$1,300,000	$210,904	$210,904
3604	12/9/2005	Neal n' Nikki	$1,300,000	$100,358	$329,621
3605	4/7/2006	Simon	$1,300,000	$4,055	$1,738,663
3606	1/1/1940	Rebecca	$1,288,000	$6,000,000	$6,000,000
3607	4/30/1981	Friday the 13th Part 2	$1,250,000	$21,722,776	$21,722,776
3608	1/1/1945	The Lost Weekend	$1,250,000	$11,000,000	$11,000,000
3609	8/31/1984	C.H.U.D.	$1,250,000	$4,700,000	$4,700,000
3610	1/21/1953	Niagara	$1,250,000	$2,500,000	$2,500,000
3611	10/28/1941	How Green Was My Valley	$1,250,000	$0	$0
3612	9/26/1975	The Rocky Horror Picture Show	$1,200,000	$139,876,417	$139,876,417
3613	10/29/2004	Saw	$1,200,000	$55,185,045	$103,096,345
3614	8/4/1989	Sex, Lies, and Videotape	$1,200,000	$24,741,667	$36,741,667
3615	2/22/2002	Monsoon Wedding	$1,200,000	$13,876,974	$27,025,600
3616	11/10/2000	You Can Count on Me	$1,200,000	$9,180,275	$11,142,665
3617	10/3/1955	The Trouble With Harry	$1,200,000	$7,000,000	$7,000,000
3618	7/3/1951	Strangers on a Train	$1,200,000	$7,000,000	$7,000,000
3619	12/29/1967	Il buono, il brutto, il cattivo	$1,200,000	$6,100,000	$6,100,000
3620	3/4/2003	The Day the Earth Stood Still	$1,200,000	$3,700,000	$3,700,000
3621	10/23/1992	Reservoir Dogs	$1,200,000	$2,832,029	$2,832,029
3622	7/7/2000	But I'm a Cheerleader	$1,200,000	$2,205,627	$2,629,191
3623	12/23/1956	The Wrong Man	$1,200,000	$2,000,000	$2,000,000
3624	1/1/1976	The Blue Bird	$1,200,000	$887,000	$887,000
3625	4/13/2012	Blue Like Jazz	$1,200,000	$595,018	$595,018
3626	11/19/1982	Q	$1,200,000	$255,000	$255,000
3627	3/21/2003	Down & Out with the Dolls	$1,200,000	$58,936	$58,936
3628	6/18/2004	Grand Theft Parsons	$1,200,000	$0	$0
3629	10/20/1936	Charge of the Light Brigade, The	$1,200,000	$0	$0
3630	10/7/2005	Waiting...	$1,125,000	$16,124,543	$18,634,543
3631	12/25/2005	Wolf Creek	$1,100,000	$16,186,348	$27,966,624
3632	9/4/1987	The Offspring	$1,100,000	$1,355,728	$1,355,728
3633	2/22/2002	Sex with Strangers	$1,100,000	$247,740	$247,740
3634	5/18/2012	Beyond the Black Rainbow	$1,100,000	$56,491	$56,491
3635	5/14/2003	Dracula: Pages from a Virgin's Diary	$1,100,000	$39,659	$84,788
3636	4/7/2009	Faith Like Potatoes	$1,100,000	$0	$0
3637	12/11/2009	Rocket Singh: Salesman of the Year	$1,070,000	$164,649	$5,348,767
3638	1/23/1943	Casablanca	$1,039,000	$10,462,500	$10,462,500
3639	11/21/1976	Rocky	$1,000,000	$117,235,147	$225,000,000
3640	1/6/2012	The Devil Inside	$1,000,000	$53,261,944	$101,758,489
3641	10/7/1963	Tom Jones	$1,000,000	$37,600,000	$37,600,000
3642	2/8/1976	Taxi Driver	$1,000,000	$28,262,574	$28,262,574
3643	2/1/1980	The Fog	$1,000,000	$21,378,361	$21,378,361
3644	5/25/2012	Chernobyl Diaries	$1,000,000	$18,119,640	$38,390,020
3645	4/10/1981	The Howling	$1,000,000	$17,985,000	$17,985,000
3646	5/8/1963	Dr. No	$1,000,000	$16,067,035	$59,567,035
3647	9/18/1987	Hellraiser	$1,000,000	$14,564,000	$14,564,000
3648	9/16/2005	Cry Wolf	$1,000,000	$10,047,674	$15,943,081
3649	8/18/2000	Godzilla 2000	$1,000,000	$10,037,390	$10,037,390
3650	12/29/2010	Blue Valentine	$1,000,000	$9,737,892	$16,566,240
3651	12/2/2005	Transamerica	$1,000,000	$9,015,303	$16,553,163
3652	1/1/1956	Love Me Tender	$1,000,000	$9,000,000	$9,000,000
3653	1/1/1970	Beyond the Valley of the Dolls	$1,000,000	$9,000,000	$9,000,000
3654	1/1/1949	Sands of Iwo Jima	$1,000,000	$7,800,000	$7,800,000
3655	3/23/2012	October Baby	$1,000,000	$5,355,847	$5,355,847
3656	8/21/1998	Next Stop, Wonderland	$1,000,000	$3,395,581	$3,465,703
3657	10/21/2011	Martha Marcy May Marlene	$1,000,000	$2,981,038	$3,531,038
3658	8/3/2005	Junebug	$1,000,000	$2,678,010	$3,557,954
3659	8/1/2008	Frozen River	$1,000,000	$2,511,476	$6,030,129
3660	11/21/2001	The Sidewalks of New York	$1,000,000	$2,402,459	$3,575,308
3661	4/24/1998	Two Girls and a Guy	$1,000,000	$2,057,193	$2,315,026
3662	9/29/2000	The Broken Hearts Club: A Romantic Comedy	$1,000,000	$1,744,858	$2,022,442
3663	7/17/1996	Walking and Talking	$1,000,000	$1,287,480	$1,615,787
3664	9/19/2003	Bubba Ho-Tep	$1,000,000	$1,239,183	$1,492,895
3665	12/7/2001	No Man's Land	$1,000,000	$1,067,481	$2,684,207
3666	10/9/1998	Slam	$1,000,000	$1,009,819	$1,087,521
3667	4/6/2001	Brigham City	$1,000,000	$852,206	$852,206
3668	12/1/2000	Panic	$1,000,000	$779,137	$1,425,707
3669	9/8/2000	Fiza	$1,000,000	$623,791	$1,179,462
3670	2/3/2010	Ajami	$1,000,000	$621,859	$621,859
3671	10/23/1998	Orgazmo	$1,000,000	$582,024	$627,287
3672	7/29/2011	The Future	$1,000,000	$568,662	$568,662
3673	2/14/2003	All the Real Girls	$1,000,000	$549,666	$703,020
3674	6/20/1997	Dream With The Fishes	$1,000,000	$542,909	$542,909
3675	10/19/2007	Wristcutters: A Love Story	$1,000,000	$446,165	$460,136
3676	5/5/2000	Luminarias	$1,000,000	$428,535	$428,535
3677	8/22/2003	The Battle of Shaker Heights	$1,000,000	$280,351	$280,351
3678	1/18/2008	Taxi to the Dark Side	$1,000,000	$274,661	$304,472
3679	9/24/2004	Guiana 1838	$1,000,000	$227,241	$227,241
3680	12/30/2002	Love Lisa	$1,000,000	$213,137	$213,137
3681	7/7/2006	Once in a Lifetime: the Extraordinary Story of the New York Cosmos	$1,000,000	$144,601	$206,351
3682	8/22/2001	Lisa Picard is Famous	$1,000,000	$113,433	$113,433
3683	10/30/2009	House of the Devil, The	$1,000,000	$101,215	$102,812
3684	9/16/2005	Chocolate: Deep Dark Secrets	$1,000,000	$49,000	$1,549,000
3685	7/1/2011	The Perfect Host	$1,000,000	$48,764	$48,764
3686	9/25/1998	The Last Big Thing	$1,000,000	$22,434	$22,434
3687	8/7/1998	Safe Men	$1,000,000	$21,210	$21,210
3688	8/31/2001	Speedway Junky	$1,000,000	$17,127	$17,127
3689	9/3/2010	16 to Life	$1,000,000	$11,574	$11,574
3690	1/17/2007	Alone with Her	$1,000,000	$10,787	$840,787
3691	3/19/1999	Sparkler	$1,000,000	$5,494	$5,494
3692	3/18/2005	The Helix... Loaded	$1,000,000	$3,700	$3,700
3693	4/21/2006	In Her Line of Fire	$1,000,000	$884	$884
3694	12/13/2002	The Jimmy Show	$1,000,000	$703	$703
3695	12/31/2008	Steppin: The Movie	$1,000,000	$0	$0
3696	10/24/2003	The Party's Over	$1,000,000	$0	$0
3697	9/23/2005	Proud	$1,000,000	$0	$0
3698	9/15/2006	Jimmy and Judy	$1,000,000	$0	$0
3699	1/7/2014	Hidden Away	$1,000,000	$0	$0
3700	6/1/2007	And Then Came Love	$989,000	$8,158	$8,158
3701	4/14/2006	Hard Candy	$950,000	$1,024,640	$8,267,066
3702	9/27/2002	Charly	$950,000	$814,666	$814,666
3703	7/28/1954	On the Waterfront	$910,000	$9,600,000	$9,600,000
3704	1/25/2008	4 luni, 3 saptamani si 2 zile	$900,000	$1,196,321	$11,993,156
3705	8/26/2011	Circumstance	$900,000	$454,121	$454,121
3706	8/25/2006	The Quiet	$900,000	$381,420	$381,420
3707	1/30/2004	Latter Days	$850,000	$833,118	$833,118
3708	10/25/2002	Time Changer	$825,000	$1,500,711	$1,500,711
